# Source: SrV 2023 Braunschweig + Regionalverband Grossraum Braunschweig scientific-use
#   microdata (local-only, see srv2023_raw/README.md), generated by
#   scripts/extract_srv_primary_distance_targets.py on 2026-09-04.
# Table: srv2023_commute_distance_sensitivity_by_kreis.csv
# THIS TABLE IS A SENSITIVITY MEASUREMENT, NOT A CALIBRATION TARGET (addendum Task 15,
#   item 3). It quantifies how much two known caveats of
#   srv2023_commute_distance_by_kreis.csv move the reference if resolved differently; the
#   committed TARGET stays that file's all/inter/intra GIS-only definition.
# Universe: persons with a home<->own-workplace trip (V_ZWECK 1), same person/trip/weight
#   selection rule as the commute table (see that table's own header for the definitions).
# Variants (one full kreis/rs7/zgb row set each, column `variant`):
#   inter_zgb: from the GIS-only selection, inter-Gemeinde persons (destination Gemeinde
#     != home Gemeinde) whose destination Kreis (first 5 digits of the trip's
#     away-direction AGS, column dest_ags8) is one of the 8 ZGB Kreise -- i.e.
#     inter-Gemeinde commutes that stay WITHIN the surveyed ZGB polygon. Compare against
#     the commute table's `inter` scope: the gap between the two measures how much
#     `inter` is diluted by destinations leaving the polygon (the 'polygon-external
#     destinations' caveat). Persons with an unknown destination AGS are excluded from
#     both the numerator and denominator of this variant (see the run log).
#   all_gis_fallback: every person of the gis_or_self_reported selection (distance =
#     GIS_LAENGE where GIS_LAENGE_GUELTIG > 0, else the self-reported V_LAENGE where
#     V_LAENGE > 0; a trip with neither is excluded, n_excluded_no_length below). This
#     selection RE-RUNS the home<->purpose direction pick (Step 1 of
#     select_person_observations), it does not merely add the GIS-only selection's
#     dropped persons back in -- a person whose preferred direction was GIS-invalid but
#     whose OTHER direction is both GIS-valid AND was already the GIS-only selection's
#     pick may now instead select a different (e.g. self-reported) leg if it ranks
#     higher in the direction preference order, so all_gis_fallback / inter_gis_fallback
#     are NOT simply 'the main selection plus recovered persons'.
#     Compare against the commute table's `all` scope: the gap measures how much
#     recovering the GIS-invalid tail via the self-reported length would move the target
#     (the 'GIS-invalid tail' caveat).
#   inter_gis_fallback: the gis_or_self_reported selection restricted to inter-Gemeinde
#     persons; compare against the commute table's `inter` scope.
# ASSUMPTION (fix round 1, #358): the *_gis_fallback variants mix GIS-routed km
#   (GIS-valid trips) with self-reported km (GIS-invalid trips) WITHOUT rescaling --
#   justified by the measured GIS/self-reported ratio recorded in ADR-0102 Assumption 2
#   (not restated here; reproduce with --bias-check).
# Bands (routed km): [0.0, 5.0, 10.0, 20.0, 30.0, 50.0, 100.0, inf] -> labels ['0_5', '5_10', '10_20', '20_30', '30_50', '50_100', '100_plus'].
# Shrinkage: share_shrunk = n/(n+k) * Kreis + k/(n+k) * pool, pool = dominant RS7 type
#   (itself shrunk toward ZGB), k = 100 persons -- computed
#   SEPARATELY per variant (a Kreis's dominant RS7 type can differ between the GIS-only
#   and the gis_or_self_reported selection, AND between two variants of this table --
#   see the build_commute_sensitivity_table docstring on comparing shrunk shares across
#   tables).
# Noise floor: emd_noise_95 is the 95th percentile of the bootstrap EMD (n_bootstrap=500, seed=0), normalised to [0, 1] exactly like
#   braunschweig.calibration.metrics.emd_on_bands (same formula, re-implemented locally
#   to avoid a pipeline import).
# Exclusions, GIS-only selection (feeds inter_zgb; this selection has no self-reported
#   fallback at all, so n_persons_self_reported_distance is omitted below by construction): n_candidate_trips=9730, n_pool_weight_negative=0, n_pool_over_cap=8, n_excluded_gis_invalid=1643, n_persons_dropped_gis_invalid=835, n_excluded_weight_negative=0, n_excluded_over_cap=0, n_excluded_no_kreis=0, n_missing_age=0, n_missing_regiostar7=0, n_missing_trip_ags=1, share_start_ags_equals_household_ags=1.0, n_persons_selected=4543
# Exclusions, gis_or_self_reported selection (feeds all_gis_fallback / inter_gis_fallback;
#   n_persons_self_reported_distance / share_persons_self_reported_distance is the
#   primary(GIS)-vs-fallback(self-reported) rate, CLAUDE.md no-silent-fallback rule): n_candidate_trips=9730, n_pool_weight_negative=0, n_pool_over_cap=6, n_excluded_no_length=426, n_persons_dropped_no_length=199, n_excluded_weight_negative=0, n_excluded_over_cap=5, n_excluded_no_kreis=0, n_missing_age=0, n_missing_regiostar7=0, n_missing_trip_ags=25, share_start_ags_equals_household_ags=1.0, n_persons_selected=5174, n_persons_self_reported_distance=648, share_persons_self_reported_distance=0.125241592578276
# (units: n_candidate_trips, n_pool_weight_negative, n_pool_over_cap, n_excluded_gis_invalid are candidate TRIPS; n_persons_dropped_gis_invalid, n_excluded_weight_negative, n_excluded_over_cap, n_excluded_no_kreis, n_missing_* and n_persons_selected are PERSONS; share_start_ags_equals_household_ags is a share over persons with a known trip AGS) (both Exclusions lines above use this same convention;
#   n_excluded_no_length / n_persons_dropped_no_length are the gis_or_self_reported
#   analogues of n_excluded_gis_invalid / n_persons_dropped_gis_invalid).
variant,level_geo,code,source,n_persons,share_0_5,share_5_10,share_10_20,share_20_30,share_30_50,share_50_100,share_100_plus,share_shrunk_0_5,share_shrunk_5_10,share_shrunk_10_20,share_shrunk_20_30,share_shrunk_30_50,share_shrunk_50_100,share_shrunk_100_plus,emd_noise_95
all_gis_fallback,kreis,03157,srv,677,0.2099758241,0.1786214213,0.2498021521,0.1505622908,0.1445180928,0.06268090512,0.003839313696,0.2199169602,0.174662847,0.2477411243,0.149258447,0.1434784708,0.06102626838,0.00391588239,0.0264260177
all_gis_fallback,kreis,03158,srv,517,0.3027682535,0.08837759578,0.3465225873,0.1499979689,0.08193885068,0.02672550045,0.003669243377,0.3002480263,0.0980187146,0.3282511737,0.1484474755,0.09077213737,0.03046924068,0.00379323188,0.03263063176
all_gis_fallback,rs7,72,srv,1885,0.328856468,0.2400185379,0.1876813009,0.09655913977,0.1046267299,0.03842834458,0.003829478913,0.3267847304,0.2373365396,0.1896401309,0.09780563003,0.1057926699,0.03872757964,0.00391271954,0.01663293296
all_gis_fallback,rs7,73,srv,1098,0.2871716369,0.1443188934,0.2344458791,0.142173633,0.1372298097,0.05032130095,0.004338846893,0.2872184516,0.1478632989,0.2337879657,0.1404314242,0.1364402295,0.04982437771,0.004434252442,0.01931731691
all_gis_fallback,rs7,74,srv,1468,0.1258459326,0.1262894153,0.3851212942,0.1728495487,0.1387602344,0.04649132392,0.004642250841,0.1361703296,0.1301472887,0.3750092267,0.1695620756,0.1380593674,0.04635591809,0.004695793859,0.01922950885
all_gis_fallback,rs7,75,srv,260,0.357257793,0.2070869351,0.1907225248,0.09031507941,0.1061038656,0.04426184566,0.004251956427,0.337945205,0.2014463617,0.2006785112,0.0989225494,0.1121224139,0.04429137756,0.004593581133,0.03429739124
all_gis_fallback,rs7,76,srv,237,0.3142779131,0.1012583483,0.2173556757,0.1690180377,0.1084562458,0.05973702688,0.02989675257,0.3064009289,0.1266359515,0.2200881387,0.1548589675,0.1141875199,0.05517653241,0.02265196111,0.04641695685
all_gis_fallback,rs7,77,srv,226,0.1436444287,0.1169734976,0.1948095264,0.0823786615,0.415487279,0.04548824798,0.001218358809,0.1878432163,0.1383868024,0.2045501858,0.0943183271,0.3272306411,0.04514466286,0.002526164502,0.09086080878
all_gis_fallback,zgb,zgb,srv,5174,0.2877324763,0.186780871,0.226564076,0.1213019714,0.1277706395,0.04436816051,0.005481805369,0.2877324763,0.186780871,0.226564076,0.1213019714,0.1277706395,0.04436816051,0.005481805369,0.01197158471
inter_gis_fallback,kreis,03101,srv,398,0,0.02016812151,0.2275347804,0.2450733872,0.3991095926,0.09540313703,0.01271098131,0.001239695071,0.02702595226,0.2254966758,0.2506651808,0.3832904214,0.09972238893,0.01255968575,0.02210161473
inter_gis_fallback,kreis,03102,srv,187,0.01274384483,0.09282460165,0.1588718333,0.334490951,0.2265951444,0.1632154995,0.01125812529,0.0104545893,0.07940840547,0.1792597031,0.3130378389,0.2592554147,0.1470822284,0.01150182011,0.03994950157
inter_gis_fallback,kreis,03103,proxy_rs7_72,585,0.004972768931,0.04851936809,0.2007418482,0.2799649673,0.3317928213,0.121864163,0.01214406313,0.004972768931,0.04851936809,0.2007418482,0.2799649673,0.3317928213,0.121864163,0.01214406313,0.02070089077
inter_gis_fallback,kreis,03151,srv,759,0.01936229025,0.1201302893,0.2908949447,0.2350054354,0.2744632349,0.05778345036,0.002360355075,0.01977757744,0.1207733766,0.3061884832,0.2310626654,0.2618744119,0.05757001417,0.002753471293,0.03226714322
inter_gis_fallback,kreis,03153,srv,332,0.01105881298,0.1144316217,0.330548567,0.2308664038,0.2050350604,0.08818624287,0.01987329129,0.01197000636,0.1078210897,0.3257374087,0.2289670641,0.2171943912,0.09056359701,0.01774644298,0.02773713644
inter_gis_fallback,kreis,03154,srv,401,0.01130959704,0.06370425187,0.42365363,0.1167581634,0.2576196675,0.09857251894,0.02838217132,0.01362896035,0.0760695527,0.4233767458,0.1336002548,0.239397228,0.09006503681,0.02386222163,0.03466422854
inter_gis_fallback,kreis,03157,srv,503,0.01976330757,0.1141949785,0.3468231116,0.2161908516,0.2075120497,0.09000286981,0.005512831222,0.01875005332,0.1110201405,0.3468616948,0.2184028017,0.2104536642,0.0886727294,0.005838916052,0.0234597977
inter_gis_fallback,kreis,03158,srv,389,0.01705440541,0.08286813638,0.5000139125,0.2287514263,0.1249592184,0.04075719417,0.005595706807,0.0163589001,0.08535945921,0.4687341285,0.2289104211,0.1454685777,0.04918764999,0.005980863441,0.02781296504
inter_gis_fallback,rs7,72,srv,585,0.004972768931,0.04851936809,0.2007418482,0.2799649673,0.3317928213,0.121864163,0.01214406313,0.006173681456,0.05432011862,0.2173850195,0.2729205194,0.3203301201,0.1169130115,0.01195752943,0.02070089077
inter_gis_fallback,rs7,73,srv,700,0.0137182937,0.0960215901,0.3516712253,0.2292172553,0.2212466521,0.08112974426,0.006995239236,0.01365338445,0.09505070499,0.3470557686,0.2295289108,0.2252499854,0.08198212311,0.007479122747,0.01774643089
inter_gis_fallback,rs7,74,srv,1285,0.02368685139,0.1285649071,0.4306336673,0.1987577838,0.1595588585,0.05345985904,0.005338072885,0.02292960723,0.125654409,0.4222664402,0.2011370412,0.1663252454,0.05595003348,0.005737223386,0.02050543989
inter_gis_fallback,rs7,75,srv,97,0.01684686805,0.08342011716,0.3046270354,0.2133321399,0.2619861027,0.1092890289,0.01049870791,0.01499516839,0.08587412329,0.3097643632,0.2226612564,0.2575633694,0.09845641275,0.01068530659,0.04635150325
inter_gis_fallback,rs7,76,srv,143,0.011035536,0.0994424499,0.3251598405,0.2545698804,0.169614341,0.09342252606,0.0467554261,0.01192585852,0.09483835909,0.320874956,0.2451627277,0.2040419036,0.09116995363,0.03198624142,0.04131185958
inter_gis_fallback,rs7,77,srv,159,0.01190650307,0.08356422075,0.2349262037,0.1012922982,0.5108806163,0.05593207142,0.001498086538,0.01240554425,0.08537514295,0.2657452645,0.151646816,0.411418339,0.06829373305,0.005115160199,0.0710234238
inter_gis_fallback,zgb,zgb,srv,2969,0.01319901973,0.08825450923,0.3147475712,0.2317104994,0.2532733181,0.08794877506,0.01086630732,0.01319901973,0.08825450923,0.3147475712,0.2317104994,0.2532733181,0.08794877506,0.01086630732,0.01158051784
